#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_02390	30	17	3	0	19	20	0	2
gene:ECOLIN_02395	499	377	52	58	226	324	61	67
gene:ECOLIN_02400	2448	2214	434	357	1586	1591	417	387
gene:ECOLIN_02405	895	1023	327	288	799	968	426	410
gene:ECOLIN_02410	1370	1162	170	149	1267	1224	169	127
gene:ECOLIN_02415	38	16	42	58	18	30	21	17
gene:ECOLIN_02420	560	499	815	623	356	488	504	411
gene:ECOLIN_02425	1058	985	1275	1132	786	902	840	678
gene:ECOLIN_02430	1557	1650	1924	1895	1414	1622	1149	1080
gene:ECOLIN_02435	1758	1664	1696	1483	1748	1639	1105	946
gene:ECOLIN_02440	240	199	324	258	122	208	220	192
gene:ECOLIN_02445	183	175	320	292	185	180	274	242
gene:ECOLIN_02450	487	587	411	431	734	703	986	919
gene:ECOLIN_02455	1899	1337	306	278	1394	1300	414	318
gene:ECOLIN_02460	1228	1030	429	476	949	786	489	422
gene:ECOLIN_02465	518	322	239	188	308	367	214	129
gene:ECOLIN_02470	1449	797	523	485	890	862	650	477
gene:ECOLIN_02475	399	446	500	447	402	389	534	459
gene:ECOLIN_02480	609	570	1279	1057	511	531	1086	1035
gene:ECOLIN_02485	1439	1332	1342	1303	1563	1354	1383	1101
gene:ECOLIN_02490	362	301	321	302	257	226	170	150
gene:ECOLIN_02495	788	1441	303	296	594	1367	251	232
gene:ECOLIN_02500	587	772	166	126	362	573	155	106
gene:ECOLIN_02505	1151	1221	181	201	880	913	214	188
gene:ECOLIN_02510	12565	7134	979	837	4559	4671	1025	958
gene:ECOLIN_02515	15942	5163	460	358	3380	3183	729	675
gene:ECOLIN_02520	765	507	56	85	484	459	61	40
gene:ECOLIN_02525	1298	908	54	62	955	928	37	68
gene:ECOLIN_02530	493	527	4090	3754	489	675	3318	2842
gene:ECOLIN_02535	341	273	45	37	178	165	51	56
gene:ECOLIN_02540	13449	9274	469	448	9268	8713	637	545
gene:ECOLIN_02545	2612	3082	16028	14971	2535	2939	11333	10675
gene:ECOLIN_02550	6014	5662	22611	21706	5685	5284	18969	17654
gene:ECOLIN_02555	7859	7001	26163	24862	4822	4842	21275	19526
gene:ECOLIN_02560	7306	6172	1445	1191	5791	7229	1619	1273
gene:ECOLIN_02565	6727	5631	1563	1507	5505	5022	2116	1939
gene:ECOLIN_02570	95	56	39	53	60	64	22	24
gene:ECOLIN_02575	60	69	79	55	54	65	89	77
gene:ECOLIN_02580	476	414	136	165	520	562	274	263
gene:ECOLIN_02585	138	128	177	183	151	173	140	101
gene:ECOLIN_02590	286	270	389	304	358	345	260	196
gene:ECOLIN_02595	2	5	5	8	8	2	13	11
gene:ECOLIN_02600	11	16	30	26	13	16	32	23
gene:ECOLIN_02605	328	308	309	282	373	298	299	253
gene:ECOLIN_02610	336	280	1335	1050	302	290	968	893
gene:ECOLIN_02620	119	77	1253	1201	134	179	1148	1105
gene:ECOLIN_02625	544	463	2318	2396	659	809	2894	2807
gene:ECOLIN_02630	369	320	191	153	318	312	196	176
gene:ECOLIN_02635	378	316	1252	1097	305	295	1770	1450
gene:ECOLIN_02640	306	296	390	369	280	341	413	361
gene:ECOLIN_02645	83	27	175	172	65	84	316	256
gene:ECOLIN_02650	324	342	797	649	327	406	696	629
gene:ECOLIN_02655	591	177	354	343	88	158	212	223
gene:ECOLIN_02660	720	461	508	504	422	490	271	258
gene:ECOLIN_02665	1346	1003	1211	1341	864	986	797	806
gene:ECOLIN_02670	598	562	3233	3229	551	611	1891	1628
gene:ECOLIN_02675	6602	6080	1401	1332	5675	6125	1662	1428
gene:ECOLIN_02680	2897	2373	1112	1064	2207	2839	1297	1115
gene:ECOLIN_02685	573	604	473	449	579	695	451	404
gene:ECOLIN_02690	2059	1585	407	346	1558	1662	365	329
gene:ECOLIN_02700	265	289	320	269	255	262	295	300
gene:ECOLIN_02705	881	805	185	148	635	756	176	174
gene:ECOLIN_02710	1701	1066	130	115	1107	1179	143	112
gene:ECOLIN_02715	1900	1364	194	116	1507	1442	183	158
gene:ECOLIN_02720	949	808	446	386	919	898	441	337
gene:ECOLIN_02725	928	849	176	202	1070	823	235	201
gene:ECOLIN_02730	4157	3764	65649	64129	1827	1644	50787	47339
gene:ECOLIN_02735	3614	2384	779	736	2924	2793	817	738
gene:ECOLIN_02740	502	369	516	474	368	339	502	401
gene:ECOLIN_02745	57	52	78	80	59	49	78	63
gene:ECOLIN_02750	1166	670	119	103	739	676	101	102
gene:ECOLIN_02755	712	511	668	552	419	328	631	564
gene:ECOLIN_02760	110	85	90	110	92	67	61	71
gene:ECOLIN_02765	755	721	684	670	546	652	784	650
gene:ECOLIN_02770	359	254	157	133	290	261	162	124
gene:ECOLIN_02775	460	608	339	286	470	544	324	260
gene:ECOLIN_02780	254	245	646	724	219	221	453	399
gene:ECOLIN_02785	3162	3412	6562	6527	20786	18491	9281	8110
gene:ECOLIN_02790	30	43	2884	2710	126	167	3344	2912
gene:ECOLIN_02795	133	126	3124	2894	141	251	4573	4206
gene:ECOLIN_02800	213	208	1410	1176	201	250	1605	1471
gene:ECOLIN_02805	433	380	913	793	278	283	687	565
gene:ECOLIN_02810	281	242	661	594	208	174	541	450
gene:ECOLIN_02815	564	556	1908	1711	358	343	1120	1083
gene:ECOLIN_02820	209	240	304	340	155	163	234	270
gene:ECOLIN_02830	1661	1730	11212	9604	1559	1526	10356	9077
gene:ECOLIN_02835	576	569	110	138	476	473	167	161
gene:ECOLIN_02840	368	340	119	105	429	478	194	128
gene:ECOLIN_02845	142	137	60	42	117	119	68	41
gene:ECOLIN_02850	337	340	48	65	312	326	95	98
gene:ECOLIN_02860	24	18	42	47	8	16	34	35
gene:ECOLIN_02865	21	23	27	51	27	12	34	9
gene:ECOLIN_02870	1827	1684	6262	3426	1172	1530	3748	2788
gene:ECOLIN_02875	138	139	50	64	127	130	103	67
gene:ECOLIN_02880	30	24	14	20	18	28	12	7
gene:ECOLIN_02885	44	47	12	8	21	40	14	10
gene:ECOLIN_02890	11	27	57	34	18	38	6	22
gene:ECOLIN_02895	63	82	224	131	44	75	161	110
gene:ECOLIN_02900	30	27	71	78	34	37	63	38
gene:ECOLIN_02905	30	38	61	30	24	49	50	47
gene:ECOLIN_02910	217	168	130	125	177	234	77	69
gene:ECOLIN_02915	123	146	93	128	138	133	57	76
gene:ECOLIN_02920	29	30	34	40	10	23	18	22
gene:ECOLIN_02925	19	19	26	17	11	12	16	12
gene:ECOLIN_02930	38	22	28	36	27	32	18	8
gene:ECOLIN_02935	11	11	31	15	19	10	10	19
gene:ECOLIN_02940	106	53	19	6	108	91	7	8
gene:ECOLIN_02945	3111	1480	84	45	2691	2449	72	49
gene:ECOLIN_02950	1228	774	40	30	1359	1414	21	13
gene:ECOLIN_02955	62	30	44	14	45	41	24	12
gene:ECOLIN_02960	660	474	66	59	472	388	53	36
gene:ECOLIN_02965	3488	3546	675	703	3222	3518	757	723
gene:ECOLIN_02970	2181	1563	115	92	1727	1509	147	156
gene:ECOLIN_02980	396	379	167	116	489	381	123	121
gene:ECOLIN_02985	2058	2175	667	632	2412	2274	597	542
gene:ECOLIN_02990	25	14	14	13	18	12	13	15
gene:ECOLIN_02995	2	2	1	1	4	6	1	0
gene:ECOLIN_03000	34	35	97	74	24	22	59	39
gene:ECOLIN_03005	22	15	30	23	5	9	22	15
gene:ECOLIN_03010	89	54	59	44	33	55	18	38
gene:ECOLIN_03015	1082	1069	268	288	479	629	156	171
gene:ECOLIN_03020	5731	5692	1217	1262	1828	2428	776	837
gene:ECOLIN_03025	120	110	184	169	135	117	100	116
gene:ECOLIN_03030	263	217	594	603	236	238	461	420
gene:ECOLIN_03035	105	124	235	222	117	121	178	170
gene:ECOLIN_03040	257	218	191	188	208	225	199	131
gene:ECOLIN_03045	207	136	63	65	80	122	79	45
gene:ECOLIN_03050	42	43	213	165	84	88	146	109
gene:ECOLIN_03055	6	6	2	6	333	393	0	6
gene:ECOLIN_03060	48	38	50	46	395	485	25	35
gene:ECOLIN_03065	128	132	176	192	805	918	145	153
gene:ECOLIN_03070	888	439	155	179	536	623	101	101
gene:ECOLIN_03075	943	1067	645	518	680	764	512	467
gene:ECOLIN_03080	1303	1349	1705	1615	1669	1301	1530	1511
gene:ECOLIN_03085	321	341	338	370	254	280	254	243
gene:ECOLIN_03090	178	86	103	87	67	103	71	79
gene:ECOLIN_03095	187	186	749	745	109	160	1107	929
gene:ECOLIN_03100	379	355	349	280	282	302	191	131
gene:ECOLIN_03105	3815	3261	275	296	2182	2525	295	218
gene:ECOLIN_03110	52014	39137	2573	2417	33534	37422	3676	3315
gene:ECOLIN_03115	5446	5044	1920	1628	4529	4390	1479	1324
gene:ECOLIN_03120	1283	1379	306	296	1170	1092	377	315
gene:ECOLIN_03125	30792	31237	4334	3941	25845	24439	6130	5542
gene:ECOLIN_03130	5985	5399	804	681	4255	4934	1087	1017
gene:ECOLIN_03135	1372	1228	265	255	1077	1026	271	264
gene:ECOLIN_03140	862	687	230	217	566	688	231	206
gene:ECOLIN_03145	1287	1310	783	774	1059	1140	691	592
gene:ECOLIN_03150	1006	635	115	166	484	550	125	103
gene:ECOLIN_03155	2118	2016	926	812	2319	2002	859	744
gene:ECOLIN_03160	8107	5278	807	723	4468	4278	866	697
gene:ECOLIN_03165	7834	6558	950	843	4905	4832	1319	1158
gene:ECOLIN_03170	5144	5154	871	802	3428	3501	1064	1024
gene:ECOLIN_03175	2721	3111	531	490	1909	2018	624	583
gene:ECOLIN_03180	1926	2705	273	241	1419	1516	411	413
gene:ECOLIN_03185	2389	2601	505	463	1372	1634	564	527
gene:ECOLIN_03190	230	148	80	73	103	141	99	99
gene:ECOLIN_03195	1521	811	146	91	649	574	170	112
gene:ECOLIN_03200	1202	665	105	78	521	577	156	127
gene:ECOLIN_03205	114	82	110	98	71	63	72	67
gene:ECOLIN_03210	39	41	57	49	23	48	28	47
gene:ECOLIN_03215	28	23	4	8	30	14	6	2
gene:ECOLIN_03220	327	298	113	64	250	239	140	145
gene:ECOLIN_03225	16281	16727	18516	18487	13717	14379	12534	11731
gene:ECOLIN_03235	4757	3943	10167	8469	3730	3659	6459	5775
gene:ECOLIN_03240	3795	4954	9452	8762	4586	4393	8269	7816
gene:ECOLIN_03245	236	199	124	84	179	202	87	122
gene:ECOLIN_03250	682	660	718	637	595	614	621	442
gene:ECOLIN_03255	53	32	95	47	45	50	26	31
gene:ECOLIN_03260	8	25	23	15	13	16	11	10
gene:ECOLIN_03265	9	6	6	0	7	4	2	1
gene:ECOLIN_03270	3	8	26	48	25	28	10	17
gene:ECOLIN_03275	10	10	13	9	25	14	2	0
gene:ECOLIN_03280	13	1	5	3	1	0	3	1
gene:ECOLIN_03285	36	47	88	65	38	67	75	43
gene:ECOLIN_03290	213	212	263	242	193	233	164	174
gene:ECOLIN_03295	176	153	87	100	177	172	34	45
gene:ECOLIN_03300	136	163	127	142	281	261	126	91
gene:ECOLIN_03305	88	114	327	278	112	107	335	353
gene:ECOLIN_03310	26174	23524	17319	15818	11514	26871	9478	10495
gene:ECOLIN_03315	123	125	327	304	92	93	257	254
gene:ECOLIN_03320	108	145	496	443	124	161	368	361
gene:ECOLIN_03325	1777	1485	1345	1305	1316	1934	1205	1003
gene:ECOLIN_03330	5338	3846	1651	1608	3685	3542	2179	2242
gene:ECOLIN_03335	56	61	62	63	47	51	47	40
gene:ECOLIN_03340	669	673	1537	1365	575	596	632	640
gene:ECOLIN_03345	782	611	10270	9741	472	758	5455	5041
gene:ECOLIN_03350	2532	1920	188	154	1866	1928	328	251
gene:ECOLIN_03355	1615	1672	421	370	1812	1679	463	436
gene:ECOLIN_03360	724	780	165	160	639	702	161	161
gene:ECOLIN_03365	1693	1065	98	95	943	1027	114	73
gene:ECOLIN_03370	649	448	28	28	500	409	70	63
gene:ECOLIN_03375	1056	794	96	85	656	780	140	120
gene:ECOLIN_03380	464	452	169	189	505	476	226	185
gene:ECOLIN_03385	886	749	259	250	853	821	337	288
gene:ECOLIN_03390	1545	1195	335	214	1150	1253	349	371
gene:ECOLIN_03395	1727	1547	459	375	1454	1444	567	559
gene:ECOLIN_03400	9702	8069	2789	2681	7592	7431	4242	3971
gene:ECOLIN_03405	199	281	1840	1812	359	288	1259	1283
gene:ECOLIN_03410	241	218	473	369	219	223	320	281
gene:ECOLIN_03415	1852	1293	383	364	1391	1301	639	465
gene:ECOLIN_03420	1340	861	324	325	887	1018	443	500
gene:ECOLIN_03425	1379	988	640	597	1164	1084	1024	834
gene:ECOLIN_03430	10250	10313	9277	9250	13846	13770	11929	11239
gene:ECOLIN_03435	251	226	138	133	147	136	79	72
gene:ECOLIN_03440	2302	1556	528	457	1353	1076	576	456
gene:ECOLIN_03445	6043	4225	4506	4253	3345	3238	4763	4410
gene:ECOLIN_03450	1663	1205	3071	2695	1038	1001	3604	3156
gene:ECOLIN_03455	1873	2015	8136	7475	1756	1621	7856	7053
gene:ECOLIN_03460	1547	861	621	481	855	795	614	591
gene:ECOLIN_03465	389	356	750	629	307	354	718	682
gene:ECOLIN_03470	69	48	46	25	73	62	20	22
gene:ECOLIN_03475	213	98	55	26	134	106	29	23
gene:ECOLIN_03480	169	87	29	35	145	112	20	23
gene:ECOLIN_03485	425	173	54	67	256	256	47	41
gene:ECOLIN_03490	433	200	55	76	235	278	57	47
gene:ECOLIN_03495	576	230	94	100	259	362	61	73
gene:ECOLIN_03500	719	299	140	146	567	421	103	102
gene:ECOLIN_03505	3869	4362	4624	4288	4686	4818	4526	4388
gene:ECOLIN_03510	1102	1023	219	181	1197	1128	225	219
gene:ECOLIN_03515	1372	1293	343	303	1053	1099	357	372
gene:ECOLIN_03520	818	763	640	559	639	622	652	562
gene:ECOLIN_03525	521	558	378	373	508	477	392	341
gene:ECOLIN_03530	918	889	608	534	597	687	494	488
gene:ECOLIN_03535	126	137	204	179	125	148	119	101
gene:ECOLIN_03540	8	17	20	21	11	17	4	13
gene:ECOLIN_03545	11	24	21	19	23	14	19	16
gene:ECOLIN_03550	5	1	2	0	3	10	3	1
gene:ECOLIN_03555	35	16	75	55	17	35	24	24
gene:ECOLIN_03560	80	75	91	81	57	49	78	72
gene:ECOLIN_03565	28	42	47	46	24	38	24	22
gene:ECOLIN_03570	54	78	69	79	87	69	65	43
gene:ECOLIN_03575	476	443	166	110	351	427	77	72
gene:ECOLIN_03580	5682	5493	683	591	5938	5359	1136	1045
gene:ECOLIN_03595	17	22	39	36	17	15	18	13
gene:ECOLIN_03600	27	28	31	25	20	20	21	22
gene:ECOLIN_03605	3842	3187	3192	3038	3154	2873	2887	2656
gene:ECOLIN_03610	1602	1755	776	730	1539	1759	678	601
gene:ECOLIN_03615	256	121	75	54	135	141	40	23
gene:ECOLIN_03620	451	462	256	261	391	420	213	170
gene:ECOLIN_03625	1979	1777	755	771	1625	1835	785	713
gene:ECOLIN_03630	6118	5665	1894	1903	5380	5047	2336	2204
gene:ECOLIN_03635	209	143	334	314	108	144	236	209
gene:ECOLIN_03640	69	81	110	125	50	61	82	65
gene:ECOLIN_03645	112	95	232	190	117	90	196	206
gene:ECOLIN_03650	214	166	416	321	179	141	355	387
gene:ECOLIN_03655	0	0	0	0	0	0	0	0
gene:ECOLIN_03660	0	0	0	0	0	0	0	2
gene:ECOLIN_03665	29	27	31	24	30	28	22	12
gene:ECOLIN_03670	4	3	22	20	1	2	13	5
gene:ECOLIN_03675	589	910	18910	16536	703	981	7216	5695
gene:ECOLIN_03680	135	170	351	318	208	219	312	279
gene:ECOLIN_03685	303	321	201	197	353	425	256	242
gene:ECOLIN_03690	1191	1163	248	246	1073	1450	419	386
gene:ECOLIN_03695	1025	1229	504	473	845	897	595	523
gene:ECOLIN_03700	988	863	432	454	800	669	477	499
gene:ECOLIN_03705	1356	1220	570	563	1125	1079	686	640
gene:ECOLIN_03710	1040	867	433	397	848	859	517	513
gene:ECOLIN_03715	688	580	243	189	579	429	221	217
gene:ECOLIN_03720	225	212	176	165	207	188	151	128
gene:ECOLIN_03725	135	89	59	60	63	54	56	29
gene:ECOLIN_03730	6256	4864	1744	1611	3309	3637	1456	1359
gene:ECOLIN_03735	1564	222	112	111	114	119	94	95
gene:ECOLIN_03740	460	94	24	24	75	31	21	23
gene:ECOLIN_03745	2449	915	257	237	500	379	181	192
gene:ECOLIN_03750	561	585	224	205	381	307	167	165
gene:ECOLIN_03755	2681	3446	685	611	2090	2472	747	716
gene:ECOLIN_03760	2534	2860	571	599	1885	1947	822	688
gene:ECOLIN_03765	1550	1844	437	359	1057	1189	367	409
gene:ECOLIN_03770	1149	1299	359	357	694	852	406	374
gene:ECOLIN_03775	23	43	137	127	37	45	70	61
gene:ECOLIN_03780	8	19	4	11	3	8	3	2
gene:ECOLIN_03785	15261	18735	9834	9183	16104	16348	10911	10157
gene:ECOLIN_03790	11372	12008	10148	9763	10938	10438	8558	7820
gene:ECOLIN_03800	1968	1878	1434	1119	1524	1654	1165	1031
gene:ECOLIN_03805	1304	727	404	379	767	921	515	406
gene:ECOLIN_03810	1891	1108	456	423	1224	1199	574	595
gene:ECOLIN_03815	889	522	267	325	666	543	478	506
gene:ECOLIN_03820	2678	1774	1475	1341	1920	1935	2120	1911
gene:ECOLIN_03825	6581	6319	1581	1552	5483	5866	1892	1774
gene:ECOLIN_03830	7641	7461	1392	1251	7135	7024	2041	2005
gene:ECOLIN_03840	1975	849	151	150	1152	1083	130	131
gene:ECOLIN_03845	326	136	36	27	157	174	29	25
gene:ECOLIN_03850	795	407	72	92	493	469	64	42
gene:ECOLIN_03855	388	191	183	113	313	273	52	54
gene:ECOLIN_03860	385	182	9	10	257	196	11	21
gene:ECOLIN_03865	351	175	12	10	173	182	19	16
gene:ECOLIN_03870	75	26	3	3	38	27	6	5
gene:ECOLIN_03875	6487	7679	2459	2286	3546	3659	3065	2916
gene:ECOLIN_03880	5107	5473	1245	1085	2509	2796	1809	1733
gene:ECOLIN_03885	935	1067	440	416	547	536	672	538
gene:ECOLIN_03890	212	178	625	657	217	191	1033	952
gene:ECOLIN_03895	13649	15021	2662	2112	14133	13427	3160	2921
gene:ECOLIN_03900	22373	29231	21392	21249	24900	25040	20360	19354
gene:ECOLIN_03905	2633	2590	466	454	1696	1752	608	504
gene:ECOLIN_03910	834	736	241	175	608	500	218	174
gene:ECOLIN_03915	320	441	160	170	236	231	133	135
gene:ECOLIN_03920	393	491	226	201	397	383	147	142
gene:ECOLIN_03925	2935	3823	356	342	2628	2343	328	311
gene:ECOLIN_03930	701	683	201	171	553	660	190	209
gene:ECOLIN_03935	344	301	606	289	237	375	323	232
gene:ECOLIN_03940	8633	8777	442	476	10175	9843	1077	1022
gene:ECOLIN_03945	3273	2907	146	134	2256	2652	268	284
gene:ECOLIN_03950	4663	4007	181	137	3050	3071	411	400
gene:ECOLIN_03955	510	440	114	89	461	384	74	97
gene:ECOLIN_03960	1209	1367	618	518	1458	1521	1120	1136
gene:ECOLIN_03965	33	50	57	62	36	42	36	29
gene:ECOLIN_03980	12	10	12	19	4	14	10	0
gene:ECOLIN_03985	19	19	61	106	14	33	52	39
gene:ECOLIN_03990	131	100	84	79	67	86	60	32
gene:ECOLIN_03995	1761	1263	124	148	1137	1396	176	133
gene:ECOLIN_04000	268	292	461	472	329	373	551	504
gene:ECOLIN_04005	1457	1483	1043	1026	1507	1592	1468	1360
gene:ECOLIN_04010	1190	1081	1648	1380	1160	1024	2461	2095
gene:ECOLIN_04015	1133	1150	1077	974	1209	1145	1455	1486
gene:ECOLIN_04020	1153	866	505	487	811	877	901	687
gene:ECOLIN_04025	542	446	191	188	353	412	221	214
gene:ECOLIN_04030	461	421	143	125	362	401	143	138
gene:ECOLIN_04035	1721	1877	5576	5144	1753	1654	4519	4295
gene:ECOLIN_04040	390	307	159	173	338	260	259	207
gene:ECOLIN_04045	590	603	994	844	699	672	875	709
gene:ECOLIN_04050	300	244	644	694	365	409	729	594
gene:ECOLIN_04055	260	204	402	359	280	310	475	374
gene:ECOLIN_04060	72	61	109	81	63	72	95	109
gene:ECOLIN_04065	216	182	299	301	208	240	339	314
gene:ECOLIN_04070	688	847	3236	2877	724	773	2676	2575
gene:ECOLIN_04080	48	34	97	90	19	29	88	53
gene:ECOLIN_04085	57	75	468	369	75	77	303	301
gene:ECOLIN_04090	121	108	233	191	138	131	341	279
gene:ECOLIN_04095	83	81	362	330	117	126	455	499
gene:ECOLIN_04100	168	163	226	202	110	115	251	245
gene:ECOLIN_04105	959	867	927	757	550	546	1369	1179
gene:ECOLIN_04110	3	10	0	4	14	7	10	21
gene:ECOLIN_04115	2356	2401	2691	2560	1764	1599	4565	4043
gene:ECOLIN_04120	1424	1933	2949	2691	1293	1222	4844	4449
gene:ECOLIN_04125	623	742	2715	2083	615	631	3215	2674
gene:ECOLIN_04130	2050	1198	157	149	1147	1163	207	211
gene:ECOLIN_04135	36	39	30	11	31	15	27	10
gene:ECOLIN_04140	413	371	661	713	320	339	487	426
gene:ECOLIN_04145	601	705	1079	1020	624	654	1192	988
gene:ECOLIN_04150	2977	3174	2282	2406	2015	2108	2337	2305
gene:ECOLIN_04155	283	326	2532	2881	204	258	1285	1150
gene:ECOLIN_04160	129	129	2634	2737	89	125	829	771
gene:ECOLIN_04165	123	126	126	115	81	90	97	106
gene:ECOLIN_04170	770	309	177	171	252	250	133	175
gene:ECOLIN_04175	47	41	826	771	57	47	789	672
gene:ECOLIN_04180	320	135	89	80	114	139	58	48
gene:ECOLIN_04185	151	170	382	282	145	172	418	361
gene:ECOLIN_04190	1791	1134	535	485	1402	1422	728	641
gene:ECOLIN_04195	994	1096	595	631	1040	998	776	730
gene:ECOLIN_04200	2682	3661	3675	3655	3921	4161	3355	3203
gene:ECOLIN_04205	893	1095	55449	51015	1030	1071	34879	31784
gene:ECOLIN_04210	151	119	92	48	97	103	42	49
gene:ECOLIN_04215	11257	12831	16258	15706	10949	13017	20071	18628
gene:ECOLIN_04220	323	147	180	195	118	89	121	106
gene:ECOLIN_04230	581	344	448	302	217	354	329	295
gene:ECOLIN_04235	264	228	189	136	137	278	153	128
gene:ECOLIN_04240	3830	2899	760	736	3109	2991	990	867
gene:ECOLIN_04245	2211	1282	107	99	1209	1300	253	266
gene:ECOLIN_04250	430	364	157	178	361	372	188	165
gene:ECOLIN_04255	166	143	171	156	183	164	152	138
gene:ECOLIN_04260	21	39	19	18	15	40	12	17
gene:ECOLIN_04265	56	61	81	75	79	68	71	48
gene:ECOLIN_04270	311	280	117	112	277	329	203	199
gene:ECOLIN_04275	422	397	226	170	308	473	391	263
gene:ECOLIN_04280	3884	4748	884	783	3261	3436	1239	1007
gene:ECOLIN_04285	4332	4808	580	554	3557	3724	943	835
gene:ECOLIN_04290	2639	3051	415	367	2231	2646	540	539
gene:ECOLIN_04295	911	1016	149	142	733	828	183	145
gene:ECOLIN_04300	394	387	63	50	219	489	44	35
gene:ECOLIN_04305	767	628	33	71	275	370	44	39
gene:ECOLIN_04310	354	329	121	126	229	238	112	135
gene:ECOLIN_04315	1339	554	109	114	701	613	113	143
gene:ECOLIN_04320	731	648	16528	14955	864	867	14170	12697
gene:ECOLIN_04325	122	124	252	247	101	183	272	287
gene:ECOLIN_04330	608	599	146	152	694	771	190	181
gene:ECOLIN_04335	853	973	2254	2458	954	993	3309	3113
gene:ECOLIN_04340	790	722	475	396	760	785	625	480
gene:ECOLIN_04345	631	512	282	290	495	584	235	233
gene:ECOLIN_04350	438	275	259	169	193	250	195	203
gene:ECOLIN_04355	86	84	56	57	64	91	69	46
gene:ECOLIN_04360	321	265	72	93	251	231	85	86
gene:ECOLIN_04365	229	228	96	63	188	184	87	58
gene:ECOLIN_04370	68	54	60	50	34	58	50	30
gene:ECOLIN_04375	2	0	0	0	2	7	2	1
gene:ECOLIN_04380	0	0	0	0	0	1	0	1
gene:ECOLIN_04385	1019	997	1011	1042	866	992	946	909
gene:ECOLIN_04390	83	216	1463	1259	257	336	443	398
gene:ECOLIN_04395	90	88	6917	5524	56	50	1606	1439
gene:ECOLIN_04400	57	60	80	79	71	67	72	73
gene:ECOLIN_04405	264	246	246	219	203	238	244	222
gene:ECOLIN_04410	341	328	336	234	264	300	236	178
gene:ECOLIN_04415	532	403	227	193	478	465	277	169
gene:ECOLIN_04420	2386	2383	6040	5467	2930	2986	9388	8526
gene:ECOLIN_04425	1165	961	1470	1497	1365	1354	2452	2246
gene:ECOLIN_04430	228	245	411	365	199	418	450	387
gene:ECOLIN_04435	387	419	592	576	505	610	877	756
gene:ECOLIN_04440	207	182	190	146	196	198	133	99
gene:ECOLIN_04445	500	304	124	120	386	444	102	95
gene:ECOLIN_04450	1307	1011	61	55	1606	1763	58	85
gene:ECOLIN_04455	747	490	47	52	518	609	94	100
gene:ECOLIN_04460	723	460	79	75	573	522	130	127
gene:ECOLIN_04465	1529	1051	240	221	1238	1206	455	370
gene:ECOLIN_04470	1232	665	194	193	1004	899	321	331
gene:ECOLIN_04475	396	505	848	826	491	526	1497	1219
gene:ECOLIN_04480	190	269	738	816	246	282	738	710
gene:ECOLIN_04485	396	473	1111	1055	415	426	1136	981
gene:ECOLIN_04490	728	583	406	362	545	591	357	293
gene:ECOLIN_04495	1058	1113	459	400	988	846	574	550
gene:ECOLIN_04500	1435	1424	979	877	1451	1219	1313	1201
gene:ECOLIN_04505	457	560	6523	5917	816	670	8894	7796
gene:ECOLIN_04510	13	4	38	29	11	15	26	29
gene:ECOLIN_04515	19	15	76	56	25	22	37	24
gene:ECOLIN_04520	697	362	151	136	431	424	134	120
gene:ECOLIN_04535	334	411	1232	1314	573	682	1432	1336
gene:ECOLIN_04545	920	880	1186	1006	806	758	968	839
gene:ECOLIN_04550	3789	3414	1014	1004	3458	3353	1422	1163
gene:ECOLIN_04555	624	479	378	386	434	437	317	303
gene:ECOLIN_04565	1772	2227	7789	7427	1650	2080	4710	4087
gene:ECOLIN_04570	686	661	5101	4954	432	479	1914	1979
gene:ECOLIN_04575	7659	6641	53266	53797	6305	6065	24181	23327
gene:ECOLIN_04585	116	85	42	56	50	96	50	42
gene:ECOLIN_04590	30	22	9	15	15	18	18	28
gene:ECOLIN_04595	306	305	75	63	293	273	79	77
gene:ECOLIN_04600	1535	1444	375	376	1347	1279	374	379
gene:ECOLIN_04605	916	937	397	276	743	904	347	254
gene:ECOLIN_04610	6656	5349	770	703	5158	5196	1213	1020
gene:ECOLIN_04615	6776	6398	788	941	5579	5774	1502	1400
gene:ECOLIN_04620	5077	4017	1812	1516	3744	3552	1797	1437
gene:ECOLIN_04625	1212	1282	697	661	1041	1193	575	585
gene:ECOLIN_04630	1507	1531	580	456	1146	1244	628	590
gene:ECOLIN_04635	14448	13361	6722	5835	14288	13138	7016	6076
gene:ECOLIN_04640	216	188	253	241	190	185	205	172
gene:ECOLIN_04645	69	62	48	65	55	39	56	57
gene:ECOLIN_04650	175	146	171	135	144	169	164	84
gene:ECOLIN_04655	141	160	249	226	231	298	318	267
gene:ECOLIN_04660	1970	1072	2440	2400	1414	1427	1293	1155
gene:ECOLIN_04665	1498	1293	3998	3388	1463	1436	2641	2402
gene:ECOLIN_04675	7253	20611	6137	6373	24583	31207	8337	7927
gene:ECOLIN_04680	5293	3966	109	110	3762	3634	151	159
gene:ECOLIN_04685	102	106	252	207	121	108	288	228
gene:ECOLIN_04690	15734	16428	2430	2380	17736	19367	4175	3845
gene:ECOLIN_04695	6153	5377	446	400	3972	4611	477	435
gene:ECOLIN_04700	265	267	145	155	232	217	128	121
gene:ECOLIN_04705	4462	2952	545	488	2238	2644	708	584
