"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.0484185786664373,-2.564411766764,-3.6228964676614,-2.73546366272286,"glnE///ECs3936","bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase///bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase","Z4406","magnesium ion binding///ATP binding///[glutamate-ammonia-ligase] adenylyltransferase activity///[glutamate-ammonia-ligase] adenylyltransferase activity","regulation of glutamine family amino acid metabolic process///regulation of glutamine family amino acid metabolic process","cytosol///cytosol","NC_002655.2 (4003644..4006484, complement)///NC_002695.1 (3936329..3939169, complement)"
0.998974957609354,0.0492252392346937,-2.55114912111982,-3.63791329483156,-1.59664026783167,"yqgF///ECs3825","Holliday junction resolvase-like protein///Holliday junction resolvase-like protein","Z4294","nuclease activity///protein binding///3'-5'-exodeoxyribonuclease activity","rRNA 5'-end processing///rRNA 5'-end processing///cellular response to DNA damage stimulus///transcription antitermination///ribosome biogenesis","","NC_002655.2 (3902307..3902723)///NC_002695.1 (3834999..3835415)"
0.998974957609354,0.0493913255439798,2.5484477137521,-3.64097479582846,0.366537877239024,"slyB///slyB///slyB///ECs2350","outer membrane lipoprotein slyB///hypothetical protein///outer membrane lipoprotein///outer membrane protein","b1641","","","cell outer membrane","NC_004431.1 (1880405..1880872)///NC_002655.2 (2394796..2395263)///NC_000913.3 (1719876..1720343)///NC_002695.1 (2319602..2320069)"
0.998974957609354,0.049644269988166,-2.54435242718227,-3.64561776517852,-3.00131916145344,"nfi///ECs4921","endonuclease V///endonuclease V","Z5574","single-stranded RNA binding///protein binding///endoribonuclease activity, producing 5'-phosphomonoesters///deoxyribonuclease V activity///deoxyribonuclease V activity","","","NC_002655.2 (5076361..5077032)///NC_002695.1 (5007615..5008286)"
0.998974957609354,0.050142050773017,2.53635880870942,-3.6546865744452,0.478562159770064,"yafJ///yafJ///yafJ///ECs0250","hypothetical protein///amidotransferase///type 2 glutamine amidotransferase family protein///amidotransferase","Z0281","protein binding","","","NC_004431.1 (353517..354299)///NC_002655.2 (282295..283062)///NC_000913.3 (244327..245094)///NC_002695.1 (282294..283061)"
0.998974957609354,0.0502783866376232,-2.53418446130243,-3.65715478664174,-0.735068365681474,"yehX","ABC transporter ATP-binding protein","c2659","ATP binding///ATPase-coupled glycine betaine transporter activity","glycine betaine transport","ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing","NC_004431.1 (2508188..2509114, complement)"
0.998974957609354,0.0509543175649862,-2.52349793555633,-3.66929423812186,-2.515116962003,"bioC///ECs0855","biotin biosynthesis protein BioC///biotin biosynthesis protein BioC","Z0996","carboxyl-O-methyltransferase activity","biotin biosynthetic process","","NC_002655.2 (935540..936295)///NC_002695.1 (933888..934643)"
0.998974957609354,0.0512883208427703,2.51827386365149,-3.67523374633239,0.672998671331872,"xapR","transcriptional activator of xapAB","b2405","DNA-binding transcription factor activity///DNA-binding transcription factor activity","positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated","","NC_000913.3 (2521593..2522477, complement)"
0.998974957609354,0.0538601820460249,-2.47924078187981,-3.71971727987308,-1.05213592502484,"mltD///mltD","membrane-bound lytic murein transglycosylase D///membrane-bound lytic murein transglycosylase D","Z0235","lytic endotransglycosylase activity///lytic endotransglycosylase activity///lytic transglycosylase activity///lytic transglycosylase activity///lytic transglycosylase activity","positive regulation of oxidoreductase activity///biological regulation","membrane///outer membrane-bounded periplasmic space","NC_002655.2 (236148..237506, complement)///NC_002695.1 (236147..237505, complement)"
0.998974957609354,0.0541904787920036,-2.47437431489092,-3.72527594211963,-0.965307993312022,"ydcR","hypothetical protein","c1863","transaminase activity","transcription, DNA-templated///alpha-amino acid metabolic process","","NC_004431.1 (1700297..1701703)"
0.998974957609354,0.0559675989021595,-2.44872863002886,-3.75461410882457,-2.53710837891696,"yaiW///ECs0428","hypothetical protein///hypothetical protein","Z0474","","transcription, DNA-templated///response to peptide","cytosol///external side of cell outer membrane","NC_002655.2 (457653..458747)///NC_002695.1 (457651..458745)"
0.998974957609354,0.0561767335056387,-2.44576848436564,-3.75800520579547,-2.75740711917301,"nupG///ECs3840","transport of nucleosides, permease///protein NupG","Z4309","cytidine transmembrane transporter activity///cytidine transmembrane transporter activity///uridine transmembrane transporter activity///uridine transmembrane transporter activity///uridine transmembrane transporter activity///pyrimidine nucleoside transmembrane transporter activity","purine nucleoside transmembrane transport///uridine transport///pyrimidine nucleoside transport///adenosine transport","plasma membrane///integral component of plasma membrane///integral component of plasma membrane","NC_002655.2 (3914572..3915876)///NC_002695.1 (3847308..3848564)"
0.998974957609354,0.056966525559356,-2.43469566626398,-3.77069856916032,-0.71262885598177,"proB","gamma-glutamyl kinase","c0389","magnesium ion binding///glutamate 5-kinase activity///glutamate 5-kinase activity///identical protein binding///proline binding","proline biosynthetic process///proline biosynthetic process///L-proline biosynthetic process","cytosol///cytosol","NC_004431.1 (367741..368844)"
0.998974957609354,0.0582234456094296,-2.41741013726977,-3.79054025378265,-1.22815859328147,"prlC","oligopeptidase A","c4297","metalloendopeptidase activity///peptidase activity","DNA replication///signal peptide processing///signal peptide processing///proteolysis///peptide metabolic process","cytoplasm///cytosol","NC_004431.1 (4077098..4079179, complement)"
0.998974957609354,0.0590959104518932,-2.40564608111545,-3.80406187929287,-0.362616773745357,"ygcS///Z4083m///ygcS","metabolite transport protein///major facilitator superfamily permease///putative MFS sugar transporter; membrane protein","Z4082","","","plasma membrane///plasma membrane///integral component of membrane","NC_004431.1 (3170322..3171731, complement)///NC_002655.2 (3683949..3685357, complement)///NC_000913.3 (2896533..2897870, complement)"
0.998974957609354,0.060020945232629,2.39337527791876,-3.81818101239629,1.90300279085566,"glgP","glycogen phosphorylase","c4215","glycogen phosphorylase activity///glycogen phosphorylase activity///pyridoxal phosphate binding///pyridoxal phosphate binding","glycogen catabolic process///glycogen catabolic process///carbohydrate catabolic process","cytoplasm","NC_004431.1 (4000119..4002566, complement)"
0.998974957609354,0.060992068863255,-2.38070963149988,-3.8327701806854,-0.97860263742223,"yjfF///ECs5208","ABC transporter permease///ABC transporter permease","Z5841","primary active transmembrane transporter activity","transmembrane transport","plasma membrane///plasma membrane///integral component of plasma membrane///integral component of membrane///ATP-binding cassette (ABC) transporter complex","NC_002655.2 (5339073..5340044)///NC_002695.1 (5309087..5310058)"
0.998974957609354,0.0613496913967204,2.37609983919745,-3.8380839388597,0.41311847736571,"truB///truB///truB///truB","tRNA pseudouridine synthase B///tRNA pseudouridine synthase B///tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase///tRNA pseudouridine synthase B","b3166","tRNA binding///pseudouridine synthase activity///pseudouridine synthase activity","pseudouridine synthesis///tRNA modification///tRNA pseudouridine synthesis///RNA folding///mRNA pseudouridine synthesis","mitochondrion///cytosol","NC_004431.1 (3745466..3746410, complement)///NC_002655.2 (4121546..4122490, complement)///NC_000913.3 (3311833..3312777, complement)///NC_002695.1 (4054330..4055274, complement)"
0.998974957609354,0.0624041483540726,2.36267362701152,-3.85357201441576,0.576246886440281,"yfeD","DUF1323 family putative DNA-binding protein","b2399","","regulation of transcription, DNA-templated","","NC_000913.3 (2518813..2519205)"
0.998974957609354,0.0632661480743109,-2.35187721918241,-3.86603860858076,-0.548788791944034,"gltB","glutamate synthase, large subunit","b3212","glutamate synthase (NADPH) activity///protein binding","glutamate biosynthetic process///glutamate biosynthetic process///ammonia assimilation cycle","cytosol","NC_000913.3 (3354725..3359185)"
0.998974957609354,0.0635227464844823,-2.34869375525341,-3.86971657741193,-0.705857131973512,"ybcL","kinase inhibitor","c2350","enzyme inhibitor activity","","outer membrane-bounded periplasmic space","NC_004431.1 (2163071..2163622, complement)"
0.998974957609354,0.063767096772518,-2.34567500935753,-3.87320508315121,-2.12333215170063,"rfaH","transcriptional activator RfaH","c4789","bacterial-type RNA polymerase core enzyme binding///transcription antitermination factor activity, DNA binding///protein binding///translation activator activity","transcription elongation from bacterial-type RNA polymerase promoter///transcription antitermination///transcription antitermination///positive regulation of translation","cytosol","NC_004431.1 (4550185..4550673, complement)"
0.998974957609354,0.064463554681807,-2.33713826179407,-3.88307464933839,-2.37682445074216,"yheT","hydrolase","c4128","lipase activity///short-chain carboxylesterase activity///acylglycerol lipase activity///poly(3-hydroxybutyrate) depolymerase activity","cellular lipid metabolic process///medium-chain fatty acid biosynthetic process///medium-chain fatty acid catabolic process","","NC_004431.1 (3914590..3915612)"
0.998974957609354,0.0647419626861243,2.33375325967941,-3.88698991112839,1.63855307255504,"yhbU","protease yhbU","c3911","protein binding","","","NC_004431.1 (3735090..3736112)"
0.998974957609354,0.0655684239223889,2.32379566809307,-3.89851306924094,0.376898668620745,"glpF///glpF///glpF///ECs4852","glycerol uptake facilitator protein///facilitated diffusion of glycerol///glycerol facilitator///glycerol facilitator protein","b3927","glycerol transmembrane transporter activity///glycerol channel activity","glycerol transport///glycerol transport///cellular response to mercury ion","plasma membrane","NC_004431.1 (4636939..4637784, complement)///NC_002655.2 (4986063..4986908, complement)///NC_000913.3 (4117245..4118090, complement)///NC_002695.1 (4917299..4918144, complement)"
0.998974957609354,0.0656495099070308,2.32282593554324,-3.89963571624265,0.558894048239049,"cysN","sulfate adenylyltransferase, subunit 1","b2751","GTPase activity///sulfate adenylyltransferase (ATP) activity///protein binding///GTP binding","sulfur compound metabolic process///sulfur compound metabolic process","","NC_000913.3 (2873992..2875419, complement)"
0.998974957609354,0.066007164253023,-2.31856384091897,-3.90457082223301,-0.326644893770931,"yejM///yejM///yejM///ECs3080","hypothetical protein///sulfatase///essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor///sulfatase","b2188","","","plasma membrane///plasma membrane","NC_004431.1 (2574913..2576673)///NC_002655.2 (3090575..3092335)///NC_000913.3 (2284376..2286136)///NC_002695.1 (3019306..3021066)"
0.998974957609354,0.0664309999951101,-2.31354487461528,-3.91038424598087,-1.97718930044642,"yeaE","hypothetical protein","c2186","oxidoreductase activity","methylglyoxal catabolic process","","NC_004431.1 (2022015..2022914, complement)"
0.998974957609354,0.066660105493996,2.31084606603075,-3.91351110563713,0.549760001843406,"cyaA///cyaA","adenylate cyclase///adenylate cyclase","b3806","adenylate cyclase activity///adenylate cyclase activity///protein binding","cAMP biosynthetic process","","NC_004431.1 (4491353..4493899)///NC_000913.3 (3991153..3993699)"
0.998974957609354,0.0670384440560126,-2.30641091398205,-3.91865098761183,-0.428839063980698,"xylA///xylA///xylA///ECs4448","xylose isomerase///xylose isomerase///D-xylose isomerase///xylose isomerase","b3565","xylose isomerase activity///xylose isomerase activity///xylose isomerase activity","D-xylose catabolic process///D-xylose catabolic process","","NC_004431.1 (4167076..4168398, complement)///NC_002655.2 (4542842..4544164, complement)///NC_000913.3 (3729443..3730765, complement)///NC_002695.1 (4475613..4476935, complement)"
0.998974957609354,0.0671248701769335,-2.3054015111054,-3.9198210019149,-2.06954020522598,"yigB///ECs4742","flavin mononucleotide phosphatase///flavin mononucleotide phosphatase","Z5329","magnesium ion binding///phosphatase activity///5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity","riboflavin biosynthetic process///dormancy process","","NC_002655.2 (4859604..4860320)///NC_002695.1 (4790841..4791557)"
0.998974957609354,0.0672623646654913,-2.30379851409261,-3.92167922739882,-2.00672982072119,"gabD///gabD","succinate-semialdehyde dehydrogenase I///succinate-semialdehyde dehydrogenase I","Z3959","succinate-semialdehyde dehydrogenase (NAD+) activity///succinate-semialdehyde dehydrogenase (NAD+) activity///succinate-semialdehyde dehydrogenase [NAD(P)+] activity///succinate-semialdehyde dehydrogenase [NAD(P)+] activity","nitrogen compound metabolic process///gamma-aminobutyric acid catabolic process///gamma-aminobutyric acid catabolic process","cytoplasm","NC_002655.2 (3580750..3582198)///NC_002695.1 (3513460..3514908)"
