#KEY	SRR10197193_2	SRR10197194_2	SRR10197195_2	SRR10197196_2	SRR10197197_2	SRR10197198_2	SRR10197199_2	SRR10197200_2	SRR10197201_2	SRR10197202_2	SRR10197203_2	SRR10197204_2
FBgn0025686	140	65	112	81	136	100	116	164	114	60	74	97
FBgn0025692	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025693	8666	6286	8465	6324	8379	10000	8930	14903	6943	9451	7373	6146
FBgn0025697	1517	1389	1245	1145	2523	1619	1497	2198	1587	1003	1259	863
FBgn0025700	9255	6123	11148	6643	10739	12996	13019	18540	9963	8785	8843	7171
FBgn0025702	8855	8149	6132	6305	5472	5623	12843	11492	4975	5470	4559	4204
FBgn0025709	8	34	12	8	16	61	18	80	20	26	2	28
FBgn0025712	492	529	350	396	743	568	440	713	377	333	375	317
FBgn0025716	39	13	30	6	19	0	1	16	16	16	0	7
FBgn0025720	3	7	5	14	56	4	137	30	14	2	24	16
FBgn0025724	7984	6752	6536	5898	6538	7238	13653	11317	5976	7288	5212	4674
FBgn0025725	8057	6942	6839	5896	6648	6755	12457	10670	5370	5584	4706	4043
FBgn0025726	7402	6381	4409	4869	6320	6319	10858	10038	5791	5584	4599	4316
FBgn0025739	0	0	7	0	0	0	0	16	7	0	10	0
FBgn0025740	0	5	1	3	2	1	3	1	1	1	2	4
FBgn0025741	445	288	271	298	280	239	426	357	270	251	168	156
FBgn0025742	1235	1119	1256	839	977	1286	2378	2102	1070	1316	776	640
FBgn0025743	265	130	88	97	171	194	104	259	130	88	79	136
FBgn0025776	8	21	39	118	144	184	48	110	264	142	41	133
FBgn0025777	3294	3497	2303	1998	2194	2362	6120	3833	1681	1916	1762	1486
FBgn0025781	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025790	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025800	8279	7749	7203	6553	8100	7102	14342	11318	6235	7524	5728	5591
FBgn0025802	4873	4702	3124	2780	2820	3509	10201	5874	2105	3383	2608	2332
FBgn0025807	3046	4128	2841	2755	5384	3107	5460	5030	4157	2811	2624	2277
FBgn0025808	1	0	10	0	0	0	0	11	9	0	0	0
FBgn0025809	1562	1465	958	1110	1128	1354	2822	2319	1523	1233	1125	1174
FBgn0025814	1	2	0	9	1	1	0	2	4	0	0	3
FBgn0025815	1712	1417	1086	916	1021	910	2414	1554	1099	938	631	624
FBgn0025820	307	425	310	284	377	436	887	514	521	355	255	222
FBgn0025821	0	0	0	0	0	0	0	18	0	1	0	0
FBgn0025825	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025827	9	47	22	14	72	11	93	71	40	30	41	41
FBgn0025830	0	1	0	0	0	1	0	0	0	0	0	0
FBgn0025832	0	0	0	0	0	0	1	0	1	0	0	1
FBgn0025833	826	765	866	686	962	568	1320	1520	825	901	691	636
FBgn0025835	4775	3497	2646	1948	1679	1601	6143	3244	811	1843	999	1247
FBgn0025836	2247	2073	2077	1330	1405	1451	3430	2423	1015	1524	1102	989
FBgn0025837	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025838	59	109	168	102	108	62	183	158	25	121	85	88
FBgn0025839	180	58	36	98	102	190	367	181	140	105	61	155
FBgn0025864	1	5	4	3	1	7	2	1	0	3	2	1
FBgn0025865	1024	1127	1105	1075	1434	1369	1288	1624	1589	1005	952	858
FBgn0025866	1384	1435	1000	1093	1072	1203	2443	1800	894	953	898	702
FBgn0025874	2766	2428	2464	1542	1782	1869	5914	2872	1268	1762	1427	1384
FBgn0025878	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025879	1	0	0	0	0	1	1	0	0	0	0	0
FBgn0025881	22	35	3	9	25	14	36	23	6	8	3	8
FBgn0025882	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025885	0	0	0	1	0	0	1	0	0	1	0	1
FBgn0025936	654	744	545	458	966	616	962	806	778	448	540	444
FBgn0026015	0	0	0	3	1	0	2	0	0	1	0	1
FBgn0026056	1	1	10	112	169	1	1	33	91	97	17	79
FBgn0026058	38	20	23	44	50	15	19	57	21	41	6	4
FBgn0026059	82	49	89	38	194	102	49	82	114	81	109	55
FBgn0026060	75	55	177	76	205	126	107	306	50	116	51	85
FBgn0026061	294	247	232	217	253	233	585	398	166	245	94	158
FBgn0026063	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026064	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026076	164	145	105	99	188	147	141	173	180	88	72	92
FBgn0026077	1276	1004	842	671	637	762	2149	1809	653	613	523	581
FBgn0026079	6578	2445	910	1332	12	7	2020	2695	5	2885	2362	914
FBgn0026080	17086	5137	2143	3202	22	19	6866	6254	18	7663	4851	2825
FBgn0026083	4	3	4	0	1	0	9	6	1	2	6	1
FBgn0026084	2	0	0	0	0	0	0	6	1	0	0	0
FBgn0026085	5050	1311	667	889	5	5	1390	1235	6	1754	1106	626
FBgn0026086	19868	19088	11462	11783	14491	13671	25102	18367	9727	11108	7374	8408
FBgn0026088	0	5	0	0	1	0	1	1	0	2	1	1
FBgn0026089	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026090	1	0	0	0	0	0	0	1	0	0	0	10
FBgn0026136	65	92	111	37	80	37	35	133	64	78	19	74
FBgn0026141	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026143	228	253	159	179	155	184	562	296	81	172	61	139
FBgn0026144	12	33	0	46	24	29	42	73	24	42	0	2
FBgn0026147	7444	6434	3864	3840	3988	3255	9218	5738	2710	3143	2021	2231
FBgn0026148	262	272	175	117	143	117	731	312	78	107	88	25
FBgn0026149	18	1	10	1	0	1	6	9	0	0	0	0
FBgn0026150	6223	6483	4933	4102	4613	4901	8754	8284	3655	4672	3203	3500
FBgn0026160	9839	8445	8901	8450	14646	15814	18476	22050	19977	14333	13557	10416
FBgn0026162	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026163	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026164	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026169	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026174	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026175	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026176	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0026179	4567	3520	2964	2465	3014	3712	4667	4745	2421	2776	2372	2038
FBgn0026181	60	182	313	77	88	70	308	134	70	72	56	25
FBgn0026189	4521	4757	3530	3195	4091	4015	7462	5044	3111	3300	2077	1862
FBgn0026190	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026192	0	0	2	0	0	0	0	1	1	0	0	0
FBgn0026196	9090	8544	5868	6497	6055	6530	13879	12573	5531	7466	4845	5168
FBgn0026197	0	8	0	0	2	13	0	0	2	0	9	0
FBgn0026199	20	10	25	21	11	20	43	23	7	26	19	1
FBgn0026206	5213	5049	3627	3661	4352	3846	10336	7192	3626	4274	2622	2897
FBgn0026207	40	0	0	10	24	0	0	0	0	0	0	0
FBgn0026238	423	525	239	363	597	572	605	475	373	510	403	313
FBgn0026239	3414	3148	2540	2655	3851	2819	4495	4084	3218	2344	2103	1992
FBgn0026250	447	479	495	502	645	824	775	769	889	383	715	393
FBgn0026252	8287	7116	7680	5054	5946	5569	12170	9591	5139	5894	4728	4248
FBgn0026255	1009	1245	964	834	1578	1394	1751	1744	1090	1146	833	545
FBgn0026257	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0026259	13216	10446	7949	6617	7336	9195	15792	12829	4991	7410	5114	4903
FBgn0026261	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026262	2104	2142	1810	1454	1657	1316	4801	2913	1591	1482	1038	973
FBgn0026263	0	0	0	1	0	1	1	0	0	1	0	0
FBgn0026268	0	0	0	1	0	0	0	4	0	0	12	0
FBgn0026309	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0026313	3154	3194	1776	1686	1609	2058	7808	3819	1631	2516	1254	1685
FBgn0026314	5982	5314	4486	3494	5790	6046	7613	7442	4540	4864	4285	3505
FBgn0026315	1701	2018	958	1360	1209	1548	2900	2735	1387	1532	1013	1055
FBgn0026316	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026317	0	2	1	0	0	0	4	1	0	3	1	1
FBgn0026319	297	214	396	509	537	368	403	458	455	489	346	277
FBgn0026320	31	24	36	42	128	0	42	80	74	98	1	76
FBgn0026323	3	0	2	0	0	1	1	0	0	12	0	0
FBgn0026324	116	43	82	102	166	46	294	203	114	161	215	124
FBgn0026326	1	1	0	0	0	0	0	0	0	1	0	0
FBgn0026361	1	0	0	0	0	12	0	2	0	0	0	0
FBgn0026369	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026371	2725	2367	2118	1963	1639	1818	5353	3356	1528	1729	1300	1188
FBgn0026372	27507	16243	22734	20882	29394	34237	46554	48979	35821	34000	33557	31094
FBgn0026373	753	669	546	424	556	923	1308	1573	711	450	730	760
FBgn0026374	3671	3340	3056	2605	3387	3144	4957	4457	2496	2396	2001	2057
FBgn0026375	1900	1528	1458	1107	1162	1376	3147	2215	766	1265	841	943
FBgn0026376	929	717	746	622	613	485	2293	1321	524	707	388	456
FBgn0026378	764	534	681	537	1045	718	661	894	609	549	680	412
FBgn0026379	5324	3539	3928	3182	3569	2906	7914	5198	2486	2470	2252	1935
FBgn0026380	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026384	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026385	7	13	0	10	0	22	0	50	1	0	0	12
FBgn0026386	0	0	0	13	2	16	0	0	4	0	0	0
FBgn0026388	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026389	85149	65058	45187	62343	98525	93911	67679	101611	53951	93442	70654	84686
FBgn0026390	0	2	0	22	0	19	0	11	11	4	0	0
FBgn0026391	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0026392	0	12	0	0	0	9	0	0	0	0	0	1
FBgn0026393	238	170	211	96	127	163	434	350	145	275	140	78
FBgn0026394	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026395	2	0	1	1	1	1	1	18	11	0	0	1
FBgn0026396	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026397	41	13	6	16	27	54	47	38	48	51	43	18
FBgn0026398	8	14	36	22	56	70	50	60	71	14	10	25
FBgn0026399	0	0	0	2	0	0	0	0	0	8	0	0
FBgn0026400	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026401	0	23	0	15	0	11	14	17	34	26	38	18
FBgn0026402	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026403	0	18	3	49	15	29	58	111	0	49	7	16
FBgn0026404	28	58	12	33	9	37	119	68	48	24	7	36
FBgn0026409	498	525	414	417	581	800	1300	776	1053	357	511	362
FBgn0026411	3777	3055	2584	3100	2805	3797	6844	5441	3215	3810	2469	2624
FBgn0026415	22	42	62	17	69	10	14	32	20	27	13	22
FBgn0026417	1355	939	947	624	1125	918	1394	1448	793	876	797	576
FBgn0026418	1080	938	865	826	934	776	1943	1681	633	937	558	614
FBgn0026427	443	374	311	306	575	502	613	534	591	463	395	226
FBgn0026428	178	114	79	109	79	60	82	160	106	169	109	57
FBgn0026430	2515	1939	1839	1800	2186	2689	4164	3971	2057	1985	1756	1474
FBgn0026431	1149	809	801	669	774	559	2016	1280	613	847	494	581
FBgn0026432	4933	3721	3223	2451	2507	3329	9488	5169	2314	4094	1712	1918
FBgn0026433	363	457	253	428	251	262	1094	599	335	474	344	302
FBgn0026438	5930	5214	3373	4026	7829	5453	5446	6955	4716	3799	3503	2708
FBgn0026439	4777	4443	4042	3929	7555	6279	5444	6351	5896	3556	3744	2776
FBgn0026441	36	0	1	0	0	0	0	0	1	0	0	0
FBgn0026479	8070	6159	6652	3969	5904	4732	12509	7512	3937	5080	3602	3232
FBgn0026533	16	17	1	5	42	18	23	51	20	29	31	66
FBgn0026562	108	88	80	49	142	123	80	103	98	65	32	52
FBgn0026563	2866	2274	1504	1782	2159	2019	5743	3099	1742	1869	1435	1531
FBgn0026565	0	1	0	0	1	0	0	0	0	0	1	0
FBgn0026566	0	0	0	0	0	0	0	20	0	0	0	0
FBgn0026570	271	434	252	293	338	301	1047	631	341	353	238	280
FBgn0026573	3567	3340	3139	3079	3331	3107	6193	5429	1973	2552	2050	1928
FBgn0026575	1038	963	669	599	625	844	870	1338	462	627	489	631
FBgn0026576	0	1	0	2	0	0	0	1	5	0	6	1
FBgn0026577	5085	3967	3147	2766	2685	2976	9605	5837	2450	2991	2087	1853
FBgn0026582	4	1	0	0	3	2	0	2	3	1	0	0
FBgn0026592	887	593	383	548	1187	907	913	878	881	764	712	520
FBgn0026593	2102	1240	1423	1540	2757	2144	2638	2706	2401	1201	1389	922
FBgn0026597	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026598	1233	1121	888	752	828	964	1702	1700	645	953	810	704
FBgn0026602	7911	6825	7318	6338	8284	10126	9612	12561	7533	8923	6258	5686
FBgn0026616	0	8	35	2	4	4	2	7	10	1	9	62
FBgn0026619	13212	9420	6743	9329	8940	14477	22446	22705	16458	15483	14303	13698
FBgn0026620	10	2	14	7	3	1	18	3	6	2	27	1
FBgn0026630	873	783	596	575	576	727	1408	826	682	787	419	289
FBgn0026634	0	0	0	0	0	0	2	0	0	5	0	0
FBgn0026666	2	2	0	0	1	0	5	2	1	0	6	1
FBgn0026679	1	1	1	2	2	0	2	2	4	1	0	0
FBgn0026702	0	0	0	0	0	1	2	0	0	0	1	0
FBgn0026713	0	0	22	0	0	0	0	0	0	0	0	0
FBgn0026718	3747	2804	2638	1957	2476	2531	4301	3657	1726	2040	1833	2366
FBgn0026721	1374	1023	1043	851	888	1097	3339	2145	966	1223	1124	1150
FBgn0026722	1113	1012	678	611	453	666	2433	1483	407	662	428	370
FBgn0026737	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026738	132	158	121	55	138	189	274	278	203	96	58	44
FBgn0026741	8243	10748	5434	8602	8209	11487	8401	12228	8729	6933	6888	4825
FBgn0026749	1	1	0	0	8	0	0	0	0	0	0	0
FBgn0026751	1	0	2	2	1	1	3	0	1	1	1	2
FBgn0026754	34	0	1	0	0	4	0	8	13	0	1	26
FBgn0026755	298	500	106	81	117	167	447	442	253	180	113	207
FBgn0026756	40	26	141	70	12	103	58	53	68	40	14	28
FBgn0026760	234	100	146	81	161	115	36	186	174	169	109	42
FBgn0026761	12	5	3	12	0	3	23	49	5	0	0	2
FBgn0026777	3	27	0	3	9	32	1	31	4	0	3	16
FBgn0026778	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026787	1273	829	848	774	797	851	1789	1396	692	910	730	403
FBgn0026869	317	368	288	382	475	465	708	634	640	398	388	259
FBgn0026872	16	2	1	27	29	7	36	21	3	2	4	10
FBgn0026873	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0026874	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026876	5124	3551	3618	2510	3171	3180	8246	4851	2857	3134	2697	2267
FBgn0026878	586	234	283	374	269	370	751	796	461	509	411	286
FBgn0026879	115	33	29	27	29	82	235	41	26	65	51	8
FBgn0027052	2307	1938	1581	1354	1498	1880	3831	2458	1248	1680	1165	1306
FBgn0027053	151	134	91	99	221	105	107	90	120	119	50	89
FBgn0027054	185	165	196	252	261	358	339	285	277	235	339	169
FBgn0027055	237	235	143	274	377	331	441	515	302	374	195	202
FBgn0027057	0	6	25	8	0	0	49	12	0	0	0	1
FBgn0027066	8	0	0	11	4	2	5	2	1	3	0	0
FBgn0027070	1508	1014	697	1071	984	915	2856	1322	1225	973	470	873
FBgn0027073	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027074	235	124	107	98	127	169	112	188	154	203	129	52
FBgn0027079	0	0	0	0	14	0	15	36	0	29	0	9
FBgn0027080	0	0	0	0	2	0	1	0	0	0	0	0
FBgn0027081	8355	8686	7883	7162	8433	8268	13063	12450	7025	6884	6376	5830
FBgn0027082	173	401	194	291	373	304	366	371	191	164	290	219
FBgn0027083	470	474	361	436	757	573	526	891	568	496	390	308
FBgn0027084	0	2	1	1	0	0	0	0	2	0	0	0
FBgn0027085	2198	2780	2182	1419	1866	1806	3865	2787	1359	1446	1617	1149
FBgn0027086	1447	1654	1700	1398	2531	2218	3313	2699	1891	2030	1488	1077
FBgn0027087	365	251	253	328	564	462	654	699	452	611	461	393
FBgn0027088	22	20	0	18	10	3	57	23	35	25	2	4
FBgn0027090	0	1	0	0	0	0	0	0	0	0	15	0
FBgn0027091	1620	1056	997	1078	1120	1230	2633	2181	1066	976	844	806
FBgn0027093	165	166	96	101	126	191	347	190	171	121	160	48
FBgn0027094	11817	10966	10259	7991	8829	9194	16559	13938	7311	7471	7477	6916
FBgn0027095	0	0	0	0	0	1	1	0	0	1	1	9
FBgn0027101	8992	8495	6059	5325	6618	5284	13638	9024	5004	4639	4027	3972
FBgn0027106	1086	937	630	647	842	721	1585	1268	589	741	571	594
FBgn0027107	38	37	5	14	27	5	110	32	31	15	13	3
FBgn0027108	2603	2117	1761	1209	1184	1608	4548	2524	985	1462	1045	1142
FBgn0027109	3	18	6	35	9	28	9	10	16	6	30	20
FBgn0027111	1321	1328	1388	1282	2325	1637	2018	2513	2162	1487	1358	1546
FBgn0027259	534	496	470	289	508	491	863	824	425	364	337	231
FBgn0027279	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027280	4265	3073	2459	2135	2754	2493	4345	3967	2182	1959	1543	1507
FBgn0027287	516	363	240	264	492	483	508	609	416	378	239	362
FBgn0027291	3580	2822	2294	1868	1753	2048	5369	3028	1258	1585	1027	1227
FBgn0027296	123	148	28	120	254	137	343	294	158	187	155	187
FBgn0027329	622	551	511	321	561	721	1066	882	425	482	266	405
FBgn0027330	25	0	0	1	2	2	6	1	0	2	0	1
FBgn0027334	112	69	14	31	51	56	138	86	60	72	34	47
FBgn0027335	0	4	0	0	0	0	15	1	0	0	0	0
FBgn0027338	131	63	30	118	58	115	194	151	56	111	30	52
FBgn0027339	4173	3816	3407	3039	3624	3206	4610	5655	3197	3215	3137	2159
FBgn0027342	24	20	0	1	13	2	1	1	1	0	0	0
FBgn0027343	1	1	1	0	0	0	0	0	0	1	0	0
FBgn0027348	7988	6283	6737	5466	6370	6012	13360	12881	6320	4136	4598	3633
FBgn0027356	1	16	10	1	0	16	19	0	0	0	0	0
FBgn0027358	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027359	14	12	16	24	0	1	0	0	2	0	1	12
FBgn0027360	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027363	4165	4098	3393	3406	3426	4262	6941	6767	3086	3626	2890	2559
FBgn0027364	1285	996	1122	758	915	1529	2500	2079	1076	1883	1126	1020
FBgn0027375	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0027376	0	0	0	0	0	2	0	0	0	0	1	8
FBgn0027378	1	0	0	0	0	8	0	10	0	0	0	0
FBgn0027453	1946	1251	1257	816	1160	987	2692	1661	777	802	664	710
FBgn0027490	1131	1187	640	450	449	441	1996	936	233	550	473	357
FBgn0027491	899	917	853	845	1068	942	1168	1003	1003	615	699	752
FBgn0027492	9876	8693	6017	6633	11012	9924	14626	12947	10485	7451	8240	6104
FBgn0027493	0	1	1	0	2	0	0	0	4	0	1	1
FBgn0027494	0	0	0	3	0	0	0	0	0	1	0	0
FBgn0027495	30	4	25	0	22	37	18	17	0	16	8	50
FBgn0027496	1323	895	1070	887	1150	1183	2401	2063	1558	1689	1237	1149
FBgn0027497	0	9	4	0	0	5	1	0	6	1	1	0
FBgn0027498	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027499	41	28	15	3	52	9	103	80	26	11	71	31
FBgn0027500	829	753	955	667	836	1071	1626	1303	830	543	565	533
FBgn0027503	968	893	466	504	269	562	2147	862	177	486	231	384
FBgn0027504	151	178	137	159	169	209	309	306	258	230	147	116
FBgn0027505	1522	1384	1099	1128	1417	1102	2928	1934	1237	1149	985	1176
FBgn0027506	1021	1034	1292	1137	1812	1416	1964	1707	1297	951	822	614
FBgn0027507	64	30	53	18	63	55	44	97	31	40	13	22
FBgn0027508	1073	878	681	622	913	787	1451	1014	624	714	337	681
FBgn0027509	3559	3006	2424	2053	1881	2210	4227	3243	1276	2064	1268	1502
FBgn0027512	3	1	0	3	1	1	1	4	2	0	2	1
FBgn0027513	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027514	16	0	7	36	3	28	40	18	28	34	17	0
FBgn0027515	6597	5349	3702	3272	4016	3741	10234	7059	3675	3964	3262	2367
FBgn0027518	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027521	526	711	420	776	705	526	538	1618	493	422	357	555
FBgn0027524	1175	1567	1321	888	1925	1497	1495	1814	1957	1008	1045	903
FBgn0027525	74	21	70	23	19	37	10	59	18	19	37	2
FBgn0027526	19	53	0	17	51	46	61	66	38	24	2	30
FBgn0027527	6663	4733	4694	4475	6781	6241	7291	7601	6736	3461	4170	3647
FBgn0027528	304	492	303	364	359	333	701	606	342	329	219	137
FBgn0027529	0	0	0	0	0	0	5	2	0	0	1	2
FBgn0027532	48541	31965	37402	29825	46189	53706	35101	48395	34065	25412	37895	30208
FBgn0027535	0	0	0	0	0	0	1	0	0	1	0	0
FBgn0027537	51	47	19	28	38	39	58	20	25	19	23	28
FBgn0027538	1	10	1	18	0	1	0	8	2	19	0	1
FBgn0027539	0	1	0	0	1	0	0	0	0	0	0	0
FBgn0027544	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027546	1575	1733	815	1081	1698	1551	2046	2107	1796	1032	923	1229
FBgn0027547	1216	1248	1043	919	1493	1261	2604	2108	1630	1341	1061	925
FBgn0027548	107	64	58	47	84	32	38	85	27	52	31	12
FBgn0027549	24516	25637	20384	16509	18253	15537	38071	30251	11936	14649	9342	9215
FBgn0027550	188	155	313	150	208	323	322	458	283	227	291	169
FBgn0027552	4241	3789	3703	3134	5003	4808	6013	7198	5370	3816	4615	3375
FBgn0027553	0	2	1	0	0	0	1	19	3	2	2	1
FBgn0027554	460	302	276	303	236	235	615	405	154	269	242	97
FBgn0027556	30	0	0	23	40	11	14	0	0	3	0	2
FBgn0027558	0	6	24	14	0	10	12	7	24	8	0	0
FBgn0027560	64585	63654	61183	58103	116243	111482	90500	106255	90820	43737	61885	33330
FBgn0027561	2526	2404	1716	1515	1946	2272	3504	3004	1464	1418	1468	1475
FBgn0027562	223	236	288	281	359	398	632	564	508	289	183	175
FBgn0027563	1511	1348	1223	742	1121	1127	1789	1623	893	888	855	743
FBgn0027564	0	0	0	2	0	0	0	0	0	0	0	0
FBgn0027565	1880	1660	1650	1353	2055	1974	2644	2638	1738	1198	1431	1162
FBgn0027567	1	8	1	5	1	1	1	1	0	1	0	0
FBgn0027568	6953	5680	5567	4475	4536	6002	9989	9019	4305	4702	3518	3594
FBgn0027569	424	355	400	235	382	394	829	861	454	500	491	340
FBgn0027570	28	2	7	0	0	1	45	7	8	0	8	0
FBgn0027572	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027574	0	0	0	0	0	0	0	1	4	0	0	0
FBgn0027575	0	0	0	4	0	0	2	0	1	0	1	15
FBgn0027578	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027579	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027580	21337	13327	21865	15823	24398	28726	26841	34609	21688	19111	17444	13533
FBgn0027581	0	0	0	0	0	4	23	0	8	0	0	0
FBgn0027582	6161	5886	4889	3783	4840	4328	10640	7887	3277	4675	2953	2870
FBgn0027583	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027584	3294	3049	2418	2336	2770	2295	4280	3965	1818	2179	1644	1239
FBgn0027585	28421	20853	21953	18284	27769	33476	54196	47981	32160	28001	25209	25698
FBgn0027586	6724	5984	6749	5968	11279	9726	8383	10666	9162	7938	7644	6464
FBgn0027587	4131	3306	2404	2040	1909	2666	5136	3537	1724	1862	1356	1596
FBgn0027588	124	46	62	102	22	96	83	332	172	26	88	60
FBgn0027589	1885	1953	1122	1717	2216	1888	3220	4436	1859	1612	1526	995
FBgn0027590	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027592	1103	847	862	586	794	852	2166	1499	595	890	287	504
FBgn0027594	7511	6489	7311	5417	6345	7153	11714	10584	5939	6287	5102	4748
FBgn0027596	34	93	18	20	46	22	35	62	44	12	18	49
FBgn0027597	625	649	681	497	490	632	1363	928	330	663	424	565
FBgn0027598	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027599	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027600	42	44	41	38	68	16	27	72	10	36	57	104
FBgn0027601	298	259	324	307	462	388	202	401	226	191	198	164
FBgn0027602	0	8	27	0	0	0	25	6	0	15	0	0
FBgn0027603	3284	3309	2389	2300	2187	1962	5722	3850	1651	1987	1857	1707
FBgn0027607	13	79	0	22	12	30	230	33	29	10	29	6
FBgn0027608	123	70	84	73	38	74	161	110	20	115	87	19
FBgn0027609	913	1002	887	813	628	787	1524	1108	539	798	538	669
FBgn0027610	963	979	671	643	657	511	1437	1091	588	465	458	467
FBgn0027611	19847	21391	16725	19519	27951	20120	25142	38056	16775	13720	14083	12709
FBgn0027615	13	5	0	0	1	0	0	2	1	0	24	0
FBgn0027616	2153	1812	1822	1632	2088	2353	4051	2783	1637	2089	1557	1383
FBgn0027617	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027619	0	0	0	8	1	0	0	8	0	0	14	0
FBgn0027620	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027621	3321	2637	2258	1947	4212	4593	4936	5506	3839	3133	3429	2426
FBgn0027654	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027655	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027657	0	1	0	0	0	0	1	0	0	0	0	0
FBgn0027660	677	631	513	413	478	549	867	778	419	543	398	382
FBgn0027779	14943	15339	11577	11829	15734	13277	20271	23763	12056	11425	10689	8908
FBgn0027780	991	545	748	398	438	731	893	1024	630	417	441	449
FBgn0027783	0	1	0	0	1	0	0	0	0	0	0	0
FBgn0027784	0	7	0	45	22	16	1	3	0	37	8	4
FBgn0027785	0	0	14	4	17	26	1	20	12	4	6	18
FBgn0027786	3547	2868	2344	2390	2729	2853	4453	3995	2695	2353	1919	1806
FBgn0027788	0	0	0	0	3	8	1	1	2	1	0	0
FBgn0027790	254	184	188	256	437	362	436	537	477	228	269	249
FBgn0027791	14	0	32	0	0	0	11	29	0	0	12	10
FBgn0027793	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0027794	1	0	4	5	0	0	0	9	0	1	1	0
FBgn0027795	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027835	25	25	15	3	18	1	1	26	7	26	1	0
FBgn0027836	56	53	34	30	37	32	77	105	46	70	12	87
FBgn0027841	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027843	4642	3808	3899	3786	8226	7985	7127	7720	7353	5616	5705	3163
FBgn0027844	211	177	164	149	280	480	330	301	253	247	225	97
FBgn0027864	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027865	1976	1547	1127	912	1097	928	3212	1805	996	1253	777	696
FBgn0027866	0	0	1	0	0	0	0	0	0	1	0	0
FBgn0027868	4557	3195	2840	1919	2687	2718	5476	4436	1601	2069	1929	1683
FBgn0027872	0	0	0	0	1	0	1	1	0	0	0	0
FBgn0027873	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027889	295	195	76	173	263	129	76	149	96	121	95	102
FBgn0027903	787	635	571	302	239	300	1054	592	247	408	284	167
FBgn0027929	227	82	212	274	475	540	331	495	461	426	472	336
FBgn0027930	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0027932	10724	8693	9520	8049	10831	10901	19541	16859	10412	8573	8041	6823
